date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue Nov 10 2020, Crude Oil Hauler,"Kingfisher, OK",Former Employee ,Blessing,0,"The most amazing pay for a driver
","Camera on board and it's frequently wrong
Advice to Management
Keep it up
Helpfu","Keep it up
Helpfu",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Nov 05 2020, Information Security Analyst,"Houston, TX",Current Employee ,Great worklife balance,0,"Fantastic benefits package. The insurance alone is unheard of.
","No outlined career path for future growth and development
Helpfu",,4.0,5.0,5.0,4.0,3.0,5.0,Recommends,,
Thu Oct 29 2020,Anonymous,"Midland, TX",Current Employee ,"Plains Marketing, L.P.",0,"Excellent employer, great benefits and prudent leadership. The Trucking Department in W. TX is the best ran crude oil transportation companies in the industry.
","None that I'm aware of.
Helpfu",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 26 2020, Corrosion Technician III,"San Antonio, TX",Current Employee ,"Great company, hope it survives the rona",0,"great pay, great work load (except minor hinderances due to the rona), great team, great technology
","there seems to be a bit of disorganization, but nothing crucial
Advice to Management
more transparency with employees regarding budgeting would be appreciated, also, budget tracking could be better
Helpfu","more transparency with employees regarding budgeting would be appreciated, also, budget tracking could be better
Helpfu",5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Fri Oct 16 2020, Analyst,"Houston, TX",Former Employee ,Good,0,"Great company to work for
","None that I can think of
Helpfu",,5.0,,,,,,,,
Tue Sep 29 2020, Commercial Pipeline Analyst,"Houston, TX",Former Employee ,Great job,0,"Good people, good hours, good experience
","The long term prospects of oil
Helpfu",,5.0,,,,,,,,
Fri Sep 25 2020,Anonymous,,Former Employee ,One of the best places you could work,0,"Pay , benefits , flexibility , good equipment
","Lots of weekend and holiday work
Helpfu",,5.0,3.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Mon Sep 14 2020, Pipeline Operator,"Bakersfield, CA",Current Employee ,Great place!,0,"Plains is a great place to work
","There are no cons to working for Plains
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Sep 03 2020, Accounting Manager,"Houston, TX",Former Employee ,PAA,0,"reasonable work hours and days
","a bit quick to layoff people during the pandemic
Advice to Management
Be more active to move people around and lose people due to attrition as opposed to laying employees off.
Helpfu","Be more active to move people around and lose people due to attrition as opposed to laying employees off.
Helpfu",4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Neutral Outlook,
Thu Jul 30 2020, Mechanical Technician,"Jal, NM",Former Employee ,Great People,0,"Laid back environment and great people to work with.
","Only 40 hours a week.
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,,,
Tue Aug 11 2020, Software Engineer,"Washington, DC",Current Employee ,Very good,0,"Good works done at the company
","No cons that I know of
Helpfu",,3.0,,,,,,,,
Mon Jun 22 2020, Information Security Analyst,"Houston, TX",Current Employee ,Great place to work,0,"Small company atmosphere, very transparent leadership. Great benefits
","No downsides I can think of. seriously a great company to work for
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Jul 17 2020,N/A,, ,Toxic Training Department,1,"None come to mind at this company.
","High turnover, backstabbing, cutthroat culture. 3 or 4 Training Managers in and out within a year. Worst, most toxic environment I’ve ever worked in.
Advice to Management
They already know what’s wrong. They just don’t care.
Helpful (1","They already know what’s wrong. They just don’t care.
",1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Sat May 16 2020, Labor Hand,"Kilgore, TX",Former Employee ,Great Place to Work,0,"Laid-back management, safe environment, great people to work with
","I have no complaints after working with Plains
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,No opinion of CEO
Tue Mar 10 2020, Accountant,"Houston, TX",Former Employee ,Not the place to be,3,"The medical benefits are awesome
","Too much politics. They hire friends and over look well qualified employees. Upper management is uneducated and run this place like a prison
Advice to Management
Reconstruct old upper management- and get current- company is dated
Helpful (3","Reconstruct old upper management- and get current- company is dated
",1.0,1.0,,,,,Doesn't Recommend,Negative Outlook,No opinion of CEO
Fri Mar 06 2020, Pipeline Controller,"Midland, TX",Former Employee ,Work/Life Balance,0,"Plains is great if you get on the right side of supervision.
","Safety meetings 8 hours long. On call setup as mandatory. Vacations easily denied. Professionally hiring family and friends and promoting them. Promise days off but take them away with mandatory training and meetings.
Advice to Management
Support your staff. Your errors aren't their fault. Work life balance is key and you can't run your people into the ground.
Helpfu","Support your staff. Your errors aren't their fault. Work life balance is key and you can't run your people into the ground.
Helpfu",1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Jan 14 2020, Operations Supervisor,"Midland, TX",Former Employee ,Plains,0,"The benefits offered are very good.
","The company is headed in a different direction than when I first started.
Helpfu",,3.0,3.0,2.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Dec 30 2019, Corrosion Technician,"McCamey, TX",Former Employee ,A Mixed Bag...,0,"• Great medical/dental benefits.
• Flexible hours.
• Doesn't skimp on spending money for materials and repairs.
• Best company I've worked for in regards to supporting outside training/NACE.
","• Lower wages compared to peers.
• Poor compensation for previous experience.
• O&M is a disaster in need of housekeeping.
• Not enough experience in critical areas of the company.
Advice to Management
• Compensate adequately for experience.
• Develop your employees for the long game, instead of being a stepping point to more long term prospects.
• Do what it takes to entice experienced employees to come work for you.
• Provide the necessary support to ensure success of the new management team in Houston. They've got the passion to improve the situation, but it's a monumental task.
Helpfu","• Compensate adequately for experience.
• Develop your employees for the long game, instead of being a stepping point to more long term prospects.
• Do what it takes to entice experienced employees to come work for you.
• Provide the necessary support to ensure success of the new management team in Houston. They've got the passion to improve the situation, but it's a monumental task.
Helpfu",2.0,4.0,2.0,3.0,2.0,5.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Dec 11 2019, Electrical Tech,"Long Beach, CA",Current Employee ,Great company,0,"Great pay and benefits
","Nothing everything is great
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Dec 07 2019, Corporate Employee,,Former Employee ,nepotism,4,"Ability to grow depending on the department you are under and flexibility is nice. Work/Life balance is very good
","Nepotism is extreme. A lot of the employees that are there are there because of a family member in a high position. The company brags on being a family-oriented company and that is true because only family members of leaders get the perks and it is blatant. You have to be willing to die on the sword to make complaints too. It will hurt you if you go to HR for anything regarding someone in power. Plains is the lowest paying oil company in the market.
Advice to Management
It doesn't matter because they know exactly what they are doing, they just don't care.
Helpful (4","It doesn't matter because they know exactly what they are doing, they just don't care.
",3.0,4.0,1.0,2.0,2.0,2.0,,,
Mon Dec 09 2019, Accounts Payable Specialist,"Houston, TX",Former Employee ,Accounts Payable,2,"None. I feel so sorry for the office staff working here. Truly a dismal place.
","Like previous reviews here, low pay, long hours, and no respect for the work you do as the Old Boy mentality is all that matters. Join this company and go nowhere, keep your voice low as loud talking and socializing is not allowed. Got a cell phone? Then you’ll have issues.

This is a company right out of dark ages. Many employees have been here over 35 yrs, a time when “Help Wanted Female” was acceptable.

Be very careful accepting employment here especially if you are leaving a current job. They have no scruples about recruiting an employed person then letting them go if they just don’t like you. There is a high probability that you will be fired within a few weeks for no reason even days before Christmas. Got a long resume, degrees, tons of experience? Try not to outshine the other worker bees or you’ll have troubles.
Advice to Management
Keep up the good work!
Helpful (2","Keep up the good work!
",1.0,1.0,2.0,1.0,1.0,1.0,Neutral Outlook,,Disapproves of CEO
Tue Oct 22 2019, Accountant II,"Houston, TX",Current Employee ,Great Company,1,"Caring company with many opportunities for advancement.
","Long hours and management is not always transparent.
Helpful (1",,5.0,2.0,5.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Tue Oct 01 2019, Truck Driver,"Pecos, TX",Current Employee ,Get rid of the Deadwood management that means everybody in Pecos.,0,"Decent pay and decent benefits
","poor management they know who they are.
Advice to Management
Learn how to manage people don't bully people the way that you were bullied on the playground when you were five, and somehow you haven't overcome it.
Helpfu","Learn how to manage people don't bully people the way that you were bullied on the playground when you were five, and somehow you haven't overcome it.
Helpfu",1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Jul 31 2019, Truck Driver,,Former Employee ,Make your money,1,"Good pay and good benefits
","Your just a worker nothing more
Helpful (1",,3.0,3.0,1.0,1.0,5.0,3.0,Recommends,,
Mon Jul 15 2019, Intern,"Houston, TX",Current Employee ,great company -- not so great experience,0,"company culture is great and there's opportunity to grow and learn
","interns aren't kept busy enough, but it really depends on the supervisor
Advice to Management
plan intern projects prior to their start and cater the summer to their wants / needs
Helpfu","plan intern projects prior to their start and cater the summer to their wants / needs
Helpfu",3.0,5.0,5.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Tue Jun 18 2019, Dispatch,"Elk City, OK",Current Employee ,Plains is the best company i have ever worked for,0,"Working in such an oriented family environment. Having the best Managers to look up to. Having the best communication.
","No cons with the company that i have found
Advice to Management
Everyone looks up to all of you because of the work you do every day.
Helpfu","Everyone looks up to all of you because of the work you do every day.
Helpfu",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon May 13 2019, Class A Truck Driver,"Ferriday, LA",Current Employee ,"Great company, stable in a sometimes unstable industry",0,"Great benefits, excellent 401k match, 100 Hrs Vacation and 100 hrs sick time upon hire. 
Great safety bonus program. Great Managment.
","Commission, miles plus barrels. 
Can be excellent, in my area it’s hit and miss. 
Some days you will earn 100 more for doing the same amount of work. 
I see how it could be great, but I feel we would benefit better with straight hourly. 
Also pay isn’t equal, 3 districts in our state and we get the lowest hourly pay. 
Night drivers earn 30%extra but in this district they refuse to let anyone else go to nights.
Helpfu",,4.0,1.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,
Fri Jun 14 2019, Class A Truck Driver,"Pecos, TX",Former Employee ,"Stay far away fm Pecos, TX yard",3,"good health, vision, dental insurance
","Pecos, tx yard. they hate the drivers here. treat you like a slave, they want you to bow down to them. The supervisors make you do their job but wont pay you so corporate office wont know about it. Stay far far away fm here.
Advice to Management
complete new management in pecos, tx. Treat drivers with respect. When you get a complaint dont just ask management, of course they are going to cover their own tail.
Helpful (3","complete new management in pecos, tx. Treat drivers with respect. When you get a complaint dont just ask management, of course they are going to cover their own tail.
",1.0,3.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Wed Apr 17 2019, Gauger,"Sidney, MT",Former Employee ,Great Company,0,"Good benefits, work independence, pay was above average. Upper management was friendly and would listen to any advice/comments. Overall a great place to work.
","Being on call during the winter months could pose problems, but over all, not a lot of cons with this job.
Helpfu",,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Fri Feb 22 2019, Employee,"Midland, TX",Former Employee ,Tough place to work for.,0,"Good benefits, pay, and time off.
","You are a number and replaceable.
Advice to Management
Take some classes on managing personnel.
Helpfu","Take some classes on managing personnel.
Helpfu",3.0,4.0,2.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 27 2018, Buyer,"Houston, TX",Current Employee ,Good Company,1,"The company offers stability and security. Great work/life balance.
","Compared to the rest of the industry, not the best pay.
Helpful (1",,4.0,5.0,4.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 22 2018, Safety Director,"Houston, TX",Former Employee ,Safety Director,0,"Large company with a small company attitude toward employees.
","Safety Cultures is still evolving and needs more work.
Helpfu",,4.0,4.0,4.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Oct 05 2018, Mechanic,"Cushing, OK",Current Employee ,Mechanic,1,"Very friendly working environment along with supportive and knowledgeable leadership.
","Below industry standard on pay scale
Advice to Management
Company wide raise
Helpful (1","Company wide raise
",4.0,4.0,5.0,4.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Sep 26 2018,N/A,, ,Safety Manager,1,"Stable company with good long term potential
","Low pay with little chance to advance
Helpful (1",,3.0,,,,,,,,
Thu Sep 20 2018, Pipeline Controller,"Midland, TX",Current Employee ,Good starting point,2,"Relaxed work atmosphere, great health/dental/vision insurance
","Pay and non-healthcare related benefits are nothing special. Constant turnover as people jump ship to greener pastures. Poor communication from middle management.
Advice to Management
Increase pay and benefits. Stop treating employees as though they are easily replaceable. Hold those not meeting work standards accountable.
Helpful (2","Increase pay and benefits. Stop treating employees as though they are easily replaceable. Hold those not meeting work standards accountable.
",3.0,3.0,4.0,4.0,3.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Wed Aug 15 2018, Division Order Associate,"Houston, TX",Current Employee ,Division order associate,1,"Job security great managers friendly environment
","Salary reviews, no structure in terms of promoting or being aware of talent in front of their eyes
Helpful (1",,4.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Jun 26 2018, Operations,"New Orleans, LA",Former Employee ,"Good benefits, relatively low pay, office personnel remind me of high school cliques",9,"6% 401k Match
Health, dental, vision, etc
","Toxic office environment spilled over into the field. Company is littered with ladder climbers that are more interested in playing politics than doing their job.
Advice to Management
It’s hot, we wear full fire retardant clothing. Sometimes we come in to the office to turn in the redundant paperwork you require and we are soaked in sweat, dirty, and tired. You are there in a climate controlled office playing with remote control cars or shooting spitballs after your exhausting and mentally taxing clash of clans war. We are there an hour before you and we leave an hour after, and we actually work. Find more things for the office personnel to do rather than spending your free time finding more things for field personnel to do.
Helpful (9","It’s hot, we wear full fire retardant clothing. Sometimes we come in to the office to turn in the redundant paperwork you require and we are soaked in sweat, dirty, and tired. You are there in a climate controlled office playing with remote control cars or shooting spitballs after your exhausting and mentally taxing clash of clans war. We are there an hour before you and we leave an hour after, and we actually work. Find more things for the office personnel to do rather than spending your free time finding more things for field personnel to do.
",2.0,1.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Jun 13 2018,Anonymous,,Former Employee ,Administrative assistant,1,"Plains takes the time to take care of their employees
Management will invest a lot in you if you show potential
","Somewhat of an old boys club. Hard to move up if you are not a part of crew
Helpful (1",,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Jun 16 2018, Senior Accountant,"Houston, TX",Current Employee ,Accountant III,6,"None now, department change, not good
","Management sucks in certain departments
Advice to Management
Get all sides of a story
Helpful (6","Get all sides of a story
",1.0,4.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Thu Apr 19 2018, Accountant I,"Houston, TX",Former Employee ,Accountant 1,0,"I like helping out in a department and use my skills.v
","There’s nothing to say about the company.
Advice to Management
I am very reliable and hard working employee.
Helpfu","I am very reliable and hard working employee.
Helpfu",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue May 01 2018,Anonymous,,Former Employee ,WORST LEGAL DEPARTMENT,7,"Good benefits, half days Fridays if you get to leave early
","No place for a professional. Leadership is bad, authoritative and abusive. Senior managers will make you do most of the work and take credit on significant matters. They literally “spy” on you and check to see who is at their desk and who is not. Compensation was really bad too, although they made it seem they are offering you the world. 

Not sure how things are now, but even if they pay per industry standard, I do not recommend working for this company.

Promising talent has either left or looking to leave due to lack of deserved promotions, discrimination, low pay, too much work and bad work environment. 

Employee motivation is at its lowest. Company wide, the same people get promoted and share the pie.

The Houston Chronicle survey is coerced by many department heads. The only people happy at Plains seem to be either field or junior level employees and interns.

Blatant nepotism.
Helpful (7",,1.0,2.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Sat Feb 24 2018,Anonymous,,Current Employee ,Great Company,0,"People are great to work with.
","Doesn't pay the huge salaries of other O&G's
Advice to Management
Keep focusing on people
Helpfu","Keep focusing on people
Helpfu",5.0,5.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Feb 15 2018,Anonymous,"Casper, WY",Current Employee ,Great company and great people,1,"Great people make this company great
","Could pay better. Peers pay more
Advice to Management
Recognize and reward over achievers
Helpful (1","Recognize and reward over achievers
",4.0,4.0,4.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Feb 15 2018,Anonymous,,Former Employee ,Terminal Position,0,"Good People to work with.
Good Pay that is competitive.
Great Benefits, best Ive ever had.
","Cushing Ok isn't the best place to live
Advice to Management
Keep it up
Helpfu","Keep it up
Helpfu",5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Feb 28 2018,Anonymous,,Former Employee ,Pipeline getting to micro managed,0,"You get payed on time
","Pay is below current oilfield standards
Helpfu",,3.0,3.0,2.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Fri Jan 26 2018, Power Plant Operator Assistant,"Los Angeles, CA",Former Employee ,Pipeline Controller,0,"Awesome people, good work environment and great company
","no downside to working for Plains All American
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Dec 15 2017,Anonymous,,Current Employee ,Great Company,0,"Company has great benefits. I enjoy working in my area. Management does a great job.
","Co-workers can be toxic sometimes. A lot of older employees will retire at the same time. Pay scale seems to be lower that other oil/gas pipeline companies.
Advice to Management
Get accurate pay data from other employers and adjust accordingly. Only allow the :buddy"" system to hire for entry level positions.
Helpfu","Get accurate pay data from other employers and adjust accordingly. Only allow the :buddy"" system to hire for entry level positions.
Helpfu",4.0,5.0,5.0,3.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Dec 11 2017,Anonymous,"Jal, NM",Current Employee ,Pipeline operator,0,"Great benefits, and people to work with
","I really do not know at all
Helpfu",,4.0,,,,,,Recommends,Positive Outlook,Approves of CEO
Sat Nov 25 2017, Terminal Operator,"Martinez, CA",Current Employee ,Terminal Pperator,0,"Great company to work for.
","Not so great of pay and hard to move up.
Helpfu",,5.0,4.0,3.0,1.0,2.0,3.0,Recommends,Positive Outlook,
Mon Nov 13 2017, Programmer Analyst,"Houston, TX",Former Employee ,Senior Programmer Analyst,2,"Good Salary, Benefits and Bonus. Family friendly company.
","Still some good ole boy networks going on. Management over-extended causing layoffs and lack of bonuses.
Advice to Management
Listen to employees when they want to train for other positions. This will benefit the company with cross trained employees.
Helpful (2","Listen to employees when they want to train for other positions. This will benefit the company with cross trained employees.
",4.0,4.0,3.0,2.0,4.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Sun Nov 05 2017,N/A,, ,Engineering Intern review,0,"Gradual level of tasks. Always was able to get information on any subject that was not known
","A large amount of hours spent on site.
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Oct 28 2017, Pipeline Operator,"McCamey, TX",Current Employee ,Pipeline Operator,0,"Excellent benefits, family oriented, the company does a lot to help employees when in need ex: disaster relief. Opportunities to advance or transfer to better yourself.
","Have done some research and seen that wages and salaries aren't as high as the bigger name companies.
Advice to Management
I think you guys are doing great!
Helpfu","I think you guys are doing great!
Helpfu",4.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 19 2017, Commission Driver,"Pecos, TX",Former Employee ,Commission Driver,0,"This company took better care of me than I take care of myself. Amazing compensation, outstanding benefits. Love this company!
","The only negative experience I can share was their lackluster middle management. Only the lazy take these jobs and it shows.
Advice to Management
Spend some coin on actual supervisors and managers. It will be worth it.
Helpfu","Spend some coin on actual supervisors and managers. It will be worth it.
Helpfu",4.0,2.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Oct 26 2017,Anonymous,,Current Employee ,Just Be Aware...,2,"Its a good place to work starting out, get your feet wet in the industry.
","Its hard to move up and get promotions, without being stuck in the same position for 10 years. Plains pays about 30% less than competing companies...
Helpful (2",,3.0,5.0,5.0,2.0,2.0,3.0,,,
Wed Nov 08 2017,Anonymous,"Houston, TX",Current Employee ,Its a job I guess,4,"Decent benefits, 9/80 schedule, flex hours available
","High stress, favoritism out of control. Hostile work environment amongst several departments. Half the managers have no qualifications to be managers, that not an opinion either
Advice to Management
Why not try to hire managers/supervisors and dept leads with management skills, and not ones who literally jerk an employee out of his chair during a dept meeting and call it a misunderstanding. That's assault.
Helpful (4","Why not try to hire managers/supervisors and dept leads with management skills, and not ones who literally jerk an employee out of his chair during a dept meeting and call it a misunderstanding. That's assault.
",1.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Mon Sep 25 2017, Pipeline Controller,,Current Employee ,Pipeline Controller,0,"money, great career, great people, stable job throughout oil ups and downs
","maybe shift work for some people
Helpfu",,5.0,4.0,5.0,5.0,,,,,
Wed Oct 18 2017,Anonymous,"Houston, TX",Former Employee ,Stuck in yesteryear - in dire need of house cleaning,7,"Numerous ""smart"" employees with vast amounts of problem solving abilities and ""think outside the box"" approaches to daily tasks and troubleshooting scenarios. In my time at the company, I encountered many employees that believed in the mission of the company and that were driven by a goal to learn and better their performance output. A majority of these employees were motivated towards vertical movement while also wanting to elevate the performance of those around them - team effort and team rewards (see cons for flip side). Most start work without a ""me"" mentality and are dedicated to the big picture.
","Management consists of individual protection silos, and a culture conducive towards ""kick the can down the road"" when it comes to employee well being and dealing with intra-company and intra-departmental issues. In my experience, team leadership was selfishly motivated as supervisors/directors appeared to place blame on employees within their group while taking credit for team contributions. 

Opportunities for vertical movement seemed stagnant within numerous teams, forcing many to form their own silo to protect their own job.

A culture that was clearly averse to accepting the changes within the modern workforce - stuck in the late 80s/early 90s when it comes to workforce mentality.

The company has a massive problem with nepotism and favoritism. 

Use of isolation tactics against ""new thinking"". 

Fully embracing of the ""good ol' boy"" culture.

Discouraging atmosphere for those looking to grow their career, and even more discouraging to young employees set on not being ""boxed in"" to a simple job title or description.

Numerous mid/upper-level managers are in dire need of corporate leadership training, as well as a fresh course on HR policies and modern day business practices. Training employees in Microsoft programs does not qualify as company sponsored training.

Extremely low base salaries = severely underpaid talent (especially given the fluid formulas used for bonus payouts - read ""change as necessary""). 

Work/Life balance sold as a pro in the interview process... this is not true based on the stories I've heard, or my experience.

Many of these ""cons"" have been ongoing for over a decade. Each passing month of accepting the status-quo is a month closer to passing the line of no return.
Advice to Management
Catch up to the 2000s - there is a reason employees under the age of 40 aren't sticking around, and the problem isn't those employees. The core of the company is incredible... but the well has been poisoned, and a blind eye turned. There are numerous employees with incredible leadership potential that are stuck in the waiting behind managers that severely lack the qualities needed for their job.
Helpful (7","Catch up to the 2000s - there is a reason employees under the age of 40 aren't sticking around, and the problem isn't those employees. The core of the company is incredible... but the well has been poisoned, and a blind eye turned. There are numerous employees with incredible leadership potential that are stuck in the waiting behind managers that severely lack the qualities needed for their job.
",1.0,3.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Thu Aug 17 2017,Anonymous,,Former Employee ,Concerns about company long term,6,"Coworkers are nice people - company wide. Can't say enough nice things about them. 
Drama is minimal and discouraged. 
Previous management was very balance of life oriented, that may change with the new management.
","The new management is short term oriented. 
The layoffs are throwing out experienced personnel to reduce the overall average age of the workforce - this is troubling.
Many management actions taken recently strongly appear to be preparing the company to be sold and unconcerned about long term damage for short term gains. 
Nepotism runs deep.
Some people are too vocal about their politics.
Advice to Management
Layoffs have depleted the knowledge base and have cut too deeply. 
Managers should be required to have their reports attend training and advance their skill set, not just company sponsored training on MS Office but real career enhancing skills. 
The culture of the company is what sets it apart from nearly all other companies, and it is in jeopardy as a direct result of the new management. People are scared and demoralized. 
Nepotism should be eliminated.
Helpful (6","Layoffs have depleted the knowledge base and have cut too deeply. 
Managers should be required to have their reports attend training and advance their skill set, not just company sponsored training on MS Office but real career enhancing skills. 
The culture of the company is what sets it apart from nearly all other companies, and it is in jeopardy as a direct result of the new management. People are scared and demoralized. 
Nepotism should be eliminated.
",4.0,5.0,5.0,2.0,4.0,4.0,Negative Outlook,,Approves of CEO
